GeneID	GeneName	SRR9624152	SRR9624153	SRR9624154	SRR9624155	SRR9624156	SRR9624157
g1	--	1294	783	2876	1173	1353	12532
g10	--	70	69	303	35	35	357
g100	--	97	81	432	117	109	1000
g1000	--	80	98	426	88	90	724
g1001	--	105	154	614	124	169	1271
g1002	--	662	831	2608	879	869	8114
g1003	--	1122	1427	4026	1180	1416	11829
g1004	--	801	1072	2884	733	840	6992
g1005	--	197	393	1056	174	208	1875
g1006	--	2112	3010	8332	2305	2827	23769
g1007	--	891	1452	5334	1064	1237	10414
g1008	--	487	568	1840	750	909	7331
g1009	--	943	1138	3146	1327	1514	13241
g101	--	1333	1475	4274	1414	1632	14039
g1010	--	96	129	838	85	90	968
g1011	--	953	916	2934	928	1120	8872
g1012	--	276	265	974	191	196	1860
g1013	--	456	558	1574	526	615	5289
g1014	--	124	108	366	85	157	977
g1015	--	170	304	1192	128	188	1494
g1016	--	117	206	436	83	98	817
g1017	--	270	408	1162	240	386	2751
g1018	--	1634	2703	7038	1699	2119	18727
g1019	--	1591	2055	7696	1247	1340	11840
g102	--	80	100	301	82	82	756
g1020	--	114	196	464	75	90	947
g1021	--	160	203	778	226	243	2200
g1022	--	1962	2530	7222	2542	3200	26508
g1023	--	159	142	697	117	188	1344
g1024	--	13630	16848	72177	15299	18229	157702
g1025	--	153	189	477	102	128	879
g1026	--	3246	4177	11044	4460	5242	44709
g1027	--	1389	1620	10675	1412	1754	15431
g1028	--	124	202	461	97	142	894
g1029	--	1711	2158	6065	2132	2587	21297
g103	--	161	269	680	206	216	2017
g1030	--	360	385	1861	334	386	3395
g1031	--	217	335	1038	227	328	2728
g1032	--	229	359	1320	271	320	2517
g1033	--	76	158	418	77	88	649
g1034	--	1225	1864	5224	1655	2178	17756
g1035	--	1105	1504	4128	1621	1996	17016
g1036	--	290	400	1474	461	571	4907
g1037	--	5040	5524	16690	4268	5250	43242
g1038	--	607	935	2714	436	499	4245
g1039	--	65	121	360	71	97	664
g104	--	410	663	1696	471	591	4697
g1040	--	1475	2077	5844	1503	1581	13584
g1041	--	664	578	1916	771	777	6971
g1042	--	290	460	1428	436	456	3942
g1043	--	116	174	854	153	214	1468
g1044	--	463	414	1540	515	466	4402
g1045	--	171	178	600	121	166	1400
g1046	--	1101	1340	3878	1187	1416	11964
g1047	--	295	308	972	228	273	2158
g1048	--	0	6	4	4	0	10
g1049	--	55	74	274	95	100	818
g105	--	808	902	3149	483	555	5152
g1050	--	255	243	1032	267	330	2373
g1051	--	40	24	186	24	32	218
g1052	--	1456	2106	6476	1732	2162	18036
g1053	--	247	269	786	197	232	2090
g1054	--	300	383	1158	258	331	2587
g1055	--	1576	2671	7044	1921	2302	18982
g1056	--	198	227	672	191	227	1968
g1057	--	212	231	656	178	166	1547
g1058	--	316	318	1034	335	372	3449
g1059	--	251	252	846	270	301	2639
g106	--	424	665	4542	383	437	3609
g1060	--	541	532	1752	553	641	5783
g1061	--	563	600	1746	548	726	6158
g1062	--	439	497	1726	445	554	4167
g1063	--	95	157	540	83	115	839
g1064	--	511	531	1992	409	544	4130
g1065	--	48	47	260	32	43	401
g1066	--	708	730	2110	661	718	6487
g1067	--	759	730	2890	732	913	7729
g1068	--	1301	1613	4710	1475	1764	14772
g1069	--	303	410	1190	302	343	3083
g107	--	1716	2064	5748	1548	1718	14629
g1070	--	301	406	1172	298	342	3057
g1071	--	57	109	405	81	97	907
g1072	--	667	703	2302	599	733	6141
g1073	--	368	507	1630	318	363	3029
g1074	--	436	517	1406	437	587	4699
g1075	--	45	58	501	63	25	423
g1076	--	81	129	635	116	118	1092
g1077	--	645	776	3121	446	672	4799
g1078	--	1108	1394	4970	1405	1539	14184
g1079	--	471	580	1900	573	690	5941
g108	--	48	82	372	40	35	360
g1080	--	562	751	2056	837	961	8586
g1081	--	298	347	1128	319	398	3221
g1082	--	1895	2301	6656	2168	2530	22350
g1083	--	212	242	860	202	223	2175
g1084	--	221	261	646	163	249	1828
g1085	--	215	429	1730	150	192	1475
g1086	--	903	1067	3052	993	1007	9465
g1087	--	176	204	624	262	304	2741
g1088	--	247	395	1118	266	301	2571
g1089	--	381	648	2386	482	543	4860
g109	--	575	675	1802	589	674	5938
g1090	--	49	70	346	30	66	417
g1091	--	458	363	1194	407	541	4816
g1092	--	690	748	2888	622	716	6417
g1093	--	479	535	1418	542	637	5282
g1094	--	144	152	474	108	162	1217
g1095	--	470	527	1436	376	483	4367
g1096	--	138	188	1056	221	238	2119
g1097	--	214	135	494	179	225	1762
g1098	--	282	251	740	236	337	2636
g1099	--	1254	1334	3864	1066	1301	11615
g11	--	430	502	1736	409	477	4071
g110	--	168	203	622	202	266	2093
g1100	--	523	675	2136	617	753	5834
g1101	--	344	341	1154	537	627	5710
g1102	--	368	378	1184	290	360	3031
g1103	--	609	763	2102	675	832	7211
g1104	--	105	115	346	94	123	1132
g1105	--	1264	1243	4100	1361	1604	13613
g1106	--	291	293	898	293	377	3300
g1107	--	607	687	1810	755	1035	8198
g1108	--	408	543	1418	376	467	4219
g1109	--	866	1275	3122	880	1031	9240
g111	--	604	714	2082	797	856	7184
g1110	--	428	676	1796	415	510	4447
g1111	--	97	99	282	63	67	591
g1112	--	1614	2068	5756	1897	2177	18857
g1113	--	254	227	628	183	215	2140
g1114	--	262	233	850	261	287	2589
g1115	--	350	383	1158	356	465	3657
g1116	--	376	468	1522	380	466	4029
g1117	--	1279	2158	5576	1652	2035	16119
g1118	--	483	702	1918	512	597	5002
g1119	--	1091	1685	4398	1754	2360	19586
g112	--	93	126	468	99	84	798
g1120	--	234	383	910	315	360	3136
g1121	--	346	414	1206	351	463	3891
g1122	--	131	144	616	174	163	1447
g1123	--	64	61	216	65	87	650
g1124	--	898	1031	2842	1220	1499	13565
g1125	--	202	226	932	233	314	2720
g1126	--	687	693	2154	822	991	8607
g1127	--	264	266	880	345	356	3093
g1128	--	129	181	520	191	247	1925
g1129	--	14	8	34	8	10	125
g113	--	1922	2288	6546	1787	2158	18282
g1130	--	10153	14378	38328	12395	15231	127492
g1131	--	522	856	2120	427	574	4712
g1132	--	328	338	1118	286	382	3155
g1133	--	995	1304	3502	1294	1442	13391
g1134	--	2173	2805	12969	1774	2159	18119
g1135	--	1981	2633	16292	1839	1861	17047
g1136	--	2666	3967	10750	2591	2840	26113
g1137	--	225	260	758	138	167	1229
g1138	--	275	483	1194	211	284	2691
g1139	--	63	48	196	23	19	275
g114	--	152	218	662	180	244	1844
g1140	--	1364	1287	3704	828	828	7760
g1141	--	1126	1291	7474	890	1024	8624
g1142	--	654	806	3996	638	758	6596
g1143	--	178	187	1153	162	263	1832
g1144	--	119	109	868	41	73	530
g1145	--	1597	2068	9688	2548	2539	22976
g1146	--	1022	1181	3960	841	1015	8234
g1147	--	437	329	1172	432	469	4026
g1148	--	104	129	440	149	147	1455
g1149	--	321	256	908	383	457	3833
g115	--	99	132	402	122	164	1185
g1150	--	377	362	1192	372	447	3839
g1151	--	225	198	1070	170	203	1798
g1152	--	323	396	1346	296	393	3468
g1153	--	271	259	790	233	315	2673
g1154	--	450	535	1564	467	597	4990
g1155	--	911	1047	2912	817	968	8667
g1156	--	774	750	2658	792	950	8229
g1157	--	439	582	1970	731	794	6611
g1158	--	137	145	554	119	174	1315
g1159	--	403	490	1418	564	643	4795
g116	--	1097	1161	3362	1140	1382	11508
g1160	--	339	371	1194	343	516	3773
g1161	--	7674	9068	27254	6871	7983	69525
g1162	--	368	768	1786	487	514	4668
g1163	--	333	523	1520	511	576	5165
g1164	--	947	1239	4206	874	1103	9999
g1165	--	343	446	1200	355	459	3411
g1166	--	337	453	1590	279	401	2933
g1167	--	174	235	644	139	193	1464
g1168	--	820	1001	3162	962	1034	9278
g1169	--	520	852	2388	542	625	5180
g117	--	140	161	614	155	231	1738
g1170	--	83	107	308	84	70	597
g1171	--	605	872	2638	580	656	5654
g1172	--	128	232	947	150	192	1508
g1173	--	867	1721	8707	1004	1122	9557
g1174	--	1296	1943	7007	1544	1860	16409
g1175	--	1114	2358	12786	1333	1442	13027
g1176	--	1297	1887	6741	1525	1786	15398
g1177	--	721	1632	8056	846	890	8402
g1178	--	736	1595	7906	817	914	8352
g1179	--	1057	1489	5528	1187	1434	12342
g118	--	254	282	818	346	352	3264
g1180	--	843	1617	6745	1030	1186	9238
g1181	--	212	322	956	199	176	1732
g1182	--	232	202	540	185	243	2129
g1183	--	546	826	2020	625	710	5953
g1184	--	521	487	1554	531	660	4919
g1185	--	360	466	1268	481	511	4367
g1186	--	577	699	1954	537	659	6099
g1187	--	297	490	2166	346	447	3800
g1188	--	253	276	752	328	348	3103
g1189	--	410	519	1624	347	494	4257
g119	--	1132	1425	3962	1333	1611	12732
g1190	--	389	734	2036	498	532	4391
g1191	--	623	685	2228	523	728	5894
g1192	--	149	164	468	139	175	1491
g1193	--	1022	1271	3242	678	735	6834
g1194	--	84	101	274	38	34	403
g1195	--	658	800	2224	639	717	6387
g1196	--	94	134	348	103	90	891
g1197	--	639	730	2831	418	523	4585
g1198	--	283	311	1817	274	330	2615
g1199	--	0	0	4	0	0	0
g12	--	41	63	221	40	65	451
g120	--	514	593	1986	548	668	5436
g1200	--	635	874	3960	629	680	5711
g1201	--	352	499	1518	460	484	4649
g1202	--	617	850	3004	709	860	6882
g1203	--	60	106	488	54	60	573
g1204	--	349	517	1806	450	542	4284
g1205	--	276	383	1572	251	328	2777
g1206	--	399	564	1386	404	475	4134
g1207	--	1949	2261	7344	1965	2315	20095
g1208	--	70	133	362	89	80	740
g1209	--	21	44	182	27	25	308
g121	--	246	320	1086	219	286	2507
g1210	--	485	639	1848	459	611	5257
g1211	--	80	113	658	51	114	547
g1212	--	78	102	480	64	68	572
g1213	--	248	268	1224	272	268	2470
g1214	--	539	631	1962	648	866	6802
g1215	--	1452	1664	4660	1443	1670	14783
g1216	--	84	95	354	90	96	844
g1217	--	1250	2119	6788	1798	1897	17052
g1218	--	465	492	1468	494	578	4628
g1219	--	100	123	500	76	90	921
g122	--	2106	2672	7464	2473	2889	25000
g1220	--	775	877	2576	634	854	6538
g1221	--	598	988	2608	573	718	5759
g1222	--	1178	1313	3790	989	1126	9819
g1223	--	290	471	1280	275	315	2962
g1224	--	802	1192	3924	673	777	7196
g1225	--	70	122	350	69	75	723
g1226	--	933	831	3022	778	880	7727
g1227	--	139	321	1178	204	256	2026
g1228	--	395	609	2220	600	703	5891
g1229	--	773	1339	4184	765	953	8021
g123	--	134	105	532	88	151	969
g1230	--	384	477	1672	438	437	4115
g1231	--	185	143	850	116	192	1533
g1232	--	154	335	1810	179	219	1892
g1233	--	155	206	874	154	244	1664
g1234	--	554	621	1920	558	654	5714
g1235	--	111	189	534	103	119	1010
g1236	--	13	28	74	13	19	169
g1237	--	31	45	204	38	61	422
g1238	--	88	136	550	131	146	1226
g1239	--	1038	1567	5268	796	927	7774
g124	--	475	545	1644	445	566	4654
g1240	--	1249	2193	5794	1657	1956	17079
g1241	--	159	167	956	134	169	1571
g1242	--	1336	1546	5022	1435	1699	15384
g1243	--	2518	2511	7520	2658	3120	27509
g1244	--	732	827	2364	866	1127	9323
g1245	--	1201	1691	4786	1478	1917	15989
g1246	--	18	19	72	11	22	167
g1247	--	261	264	816	264	313	2626
g1248	--	284	355	1040	283	341	3094
g1249	--	725	973	3816	819	871	7516
g125	--	277	373	1212	368	417	3627
g1250	--	2108	2460	6998	1617	1962	15860
g1251	--	368	468	1362	323	392	3435
g1252	--	302	394	946	264	277	2683
g1253	--	662	1039	3368	968	1242	10425
g1254	--	9094	11761	32426	11332	14076	119297
g1255	--	472	487	1438	366	529	3914
g1256	--	459	497	1450	391	437	4045
g1257	--	507	620	1764	743	856	7847
g1258	--	659	845	2652	846	891	8481
g1259	--	1051	1699	4612	1360	1721	13513
g126	--	214	246	724	219	256	2188
g1260	--	94	79	304	67	91	781
g1261	--	801	917	2748	971	1096	9354
g1262	--	1597	1910	5622	1733	2229	17778
g1263	--	1097	1322	3964	1324	1581	13648
g1264	--	82	91	306	65	129	775
g1265	--	549	549	1600	333	337	3104
g1266	--	47	61	137	24	40	214
g1267	--	477	392	3747	378	389	3839
g1268	--	714	850	6052	539	690	5734
g1269	--	239	409	1034	215	250	2369
g127	--	177	299	902	228	272	2644
g1270	--	107	109	384	100	104	915
g1271	--	299	212	790	216	283	2434
g1272	--	241	220	838	199	301	2153
g1273	--	696	857	2474	804	880	7553
g1274	--	138	182	612	165	189	1706
g1275	--	827	908	2698	876	1037	8669
g1276	--	951	1555	4136	1119	1414	12116
g1277	--	499	486	1478	486	607	5145
g1278	--	107	151	636	127	152	1295
g1279	--	568	554	1840	518	701	5542
g128	--	901	1238	3492	1115	1399	10874
g1280	--	2310	3210	8446	2788	3407	28315
g1281	--	201	266	786	232	279	2178
g1282	--	195	164	592	200	279	2212
g1283	--	581	535	1926	471	546	4620
g1284	--	89	81	266	101	108	959
g1285	--	805	985	2920	640	794	6133
g1286	--	872	1110	3200	750	868	7840
g1287	--	1227	1568	4766	844	940	8374
g1288	--	291	187	652	146	230	1855
g1289	--	100	57	252	70	69	684
g129	--	309	397	1042	280	385	3326
g1290	--	92	90	244	100	117	1015
g1291	--	126	192	710	146	175	1683
g1292	--	839	1112	3080	723	926	7929
g1293	--	196	211	674	164	288	2157
g1294	--	78	102	280	66	70	752
g1295	--	285	274	786	283	362	2911
g1296	--	779	667	2028	757	873	7712
g1297	--	296	321	958	243	299	2256
g1298	--	1092	1643	4336	952	1060	9128
g1299	--	137	175	732	150	257	1731
g13	--	107	104	585	50	58	702
g130	--	448	574	1564	461	554	4919
g1300	--	164	255	862	178	184	1781
g1301	--	47	172	516	37	53	358
g1302	--	3361	4695	13230	2972	3550	30342
g1303	--	1048	1143	3250	1319	1629	14267
g1304	--	602	610	1880	612	664	5865
g1305	--	633	931	2392	813	998	7983
g1306	--	340	400	1372	302	384	3314
g1307	--	1094	1717	4898	1385	1766	15552
g1308	--	547	712	2254	663	776	7101
g1309	--	121	168	620	207	250	2003
g131	--	600	846	2666	683	845	6676
g1310	--	621	1111	2656	813	990	8235
g1311	--	1415	1907	5242	1401	1758	14837
g1312	--	662	703	2058	707	849	7636
g1313	--	115	170	554	152	164	1538
g1314	--	259	251	920	273	327	2528
g1315	--	22	23	48	19	17	151
g1316	--	218	285	864	224	248	2041
g1317	--	187	229	798	164	216	2122
g1318	--	168	210	688	177	201	1946
g1319	--	14	45	140	21	32	210
g132	--	111	159	574	96	130	1045
g1320	--	4853	6445	17830	5209	6557	57356
g1321	--	1278	1681	4680	1285	1612	13239
g1322	--	819	1110	3152	922	929	8412
g1323	--	251	222	786	191	241	1966
g1324	--	311	414	1404	372	461	3960
g1325	--	1019	1295	3338	1080	1150	10421
g1326	--	3202	4422	12286	3125	3655	31274
g1327	--	781	828	2482	865	1100	8436
g1328	--	487	439	1444	317	428	3611
g1329	--	293	346	946	260	312	2786
g133	--	138	232	552	238	256	2265
g1330	--	64	62	184	31	38	291
g1331	--	629	725	1920	494	496	4640
g1332	--	208	371	1072	272	276	2568
g1333	--	194	207	934	177	235	1902
g1334	--	281	284	1008	325	407	3199
g1335	--	107	103	438	100	104	907
g1336	--	262	287	994	353	480	3474
g1337	--	208	239	722	237	290	2360
g1338	--	425	436	1200	381	470	3709
g1339	--	1184	1492	4040	1270	1534	12242
g134	--	396	552	1478	378	541	4384
g1340	--	161	218	586	179	242	2137
g1341	--	459	542	1546	499	535	5144
g1342	--	201	257	1060	179	203	1692
g1343	--	262	291	1334	191	325	2253
g1344	--	505	580	1714	564	775	5845
g1345	--	1203	1247	3854	1178	1487	12675
g1346	--	1140	1507	4078	1120	1305	11352
g1347	--	1175	1520	4480	1161	1546	12400
g1348	--	581	845	2296	816	1085	8581
g1349	--	226	337	972	293	339	2941
g135	--	372	425	1664	523	506	4564
g1350	--	189	172	594	185	199	1532
g1351	--	528	501	1964	388	358	3889
g1352	--	482	440	1260	303	375	3268
g1353	--	2195	3227	10584	2816	3210	26934
g1354	--	208	287	1216	205	232	1891
g1355	--	3100	4875	16140	3854	4554	42488
g1356	--	126	154	628	103	120	829
g1357	--	795	1102	3736	726	897	7237
g1358	--	15	31	58	6	8	89
g1359	--	412	477	1730	403	454	4077
g136	--	424	856	3440	612	548	6945
g1360	--	880	1570	3954	1057	1290	10333
g1361	--	395	459	1180	486	458	4260
g1362	--	250	272	808	237	252	2543
g1363	--	244	358	1010	240	293	2676
g1364	--	442	667	2050	525	613	4725
g1365	--	270	359	1024	340	385	3275
g1366	--	201	183	564	148	184	1488
g1367	--	87	48	164	34	45	362
g1368	--	281	314	924	304	360	3309
g1369	--	227	200	706	146	162	1215
g137	--	153	285	884	288	223	2130
g1370	--	313	305	1144	235	297	2640
g1371	--	49	62	248	31	32	257
g1372	--	183	255	718	226	253	2305
g1373	--	320	411	1174	397	408	3935
g1374	--	433	465	1348	369	537	4368
g1375	--	162	184	666	138	181	1582
g1376	--	967	1464	4080	1357	1686	14280
g1377	--	613	794	2810	641	780	6642
g1378	--	79	122	422	98	122	875
g1379	--	2660	3421	9980	2946	3502	29946
g138	--	398	661	1732	425	467	3919
g1380	--	99	146	466	118	111	921
g1381	--	240	353	1372	256	331	2841
g1382	--	259	220	856	316	353	2643
g1383	--	150	150	686	134	161	1242
g1384	--	1003	1458	4114	1151	1346	11667
g1385	--	118	143	642	131	147	1120
g1386	--	510	568	1602	474	573	5045
g1387	--	1143	1138	3638	1154	1280	11155
g1388	--	308	317	1046	280	355	3038
g1389	--	681	867	2478	913	1056	8624
g139	--	571	658	1982	510	635	5026
g1390	--	374	452	1576	327	360	3572
g1391	--	366	305	920	237	254	2285
g1392	--	226	253	1228	235	267	2544
g1393	--	156	175	747	82	89	767
g1394	--	1905	2641	9922	3093	3201	28889
g1395	--	135	164	492	67	97	760
g1396	--	386	391	1337	238	340	2867
g1397	--	33	82	470	47	52	399
g1398	--	1209	1440	4382	1387	1647	13457
g1399	--	839	1909	4862	873	1030	8696
g14	--	261	292	1540	199	217	2023
g140	--	1079	1222	3484	1371	1548	13235
g1400	--	127	143	586	136	145	1308
g1401	--	106	90	312	118	175	1135
g1402	--	234	220	728	228	224	2284
g1403	--	865	1294	3440	1277	1626	13105
g1404	--	1310	2009	7108	1390	1796	15431
g1405	--	679	768	2318	605	799	6542
g1406	--	629	808	2066	852	1078	9755
g1407	--	304	386	1300	391	432	4074
g1408	--	92	87	262	72	78	801
g1409	--	219	231	1034	204	236	2145
g141	--	232	217	908	194	220	2129
g1410	--	521	743	2360	540	614	5095
g1411	--	75	108	424	89	106	807
g1412	--	482	597	1744	461	625	5033
g1413	--	27	47	216	33	45	277
g1414	--	36	58	126	27	29	249
g1415	--	1300	1658	4466	1668	2015	16520
g1416	--	514	496	1490	612	740	5875
g1417	--	229	281	926	204	316	2385
g1418	--	108	118	540	89	104	994
g1419	--	174	199	810	216	224	1965
g142	--	562	801	2220	593	683	6448
g1420	--	148	175	572	165	271	2045
g1421	--	380	623	2010	366	456	3780
g1422	--	970	1250	3322	1202	1308	10452
g1423	--	291	261	762	323	399	3439
g1424	--	900	1046	3124	867	1056	8465
g1425	--	382	406	1224	309	540	4007
g1426	--	919	907	3092	703	900	7567
g1427	--	135	149	602	214	217	1854
g1428	--	783	980	2574	889	1102	9118
g1429	--	92	100	414	59	109	897
g143	--	425	564	1480	341	454	3309
g1430	--	91	116	386	104	119	1053
g1431	--	700	662	2254	730	881	7847
g1432	--	258	276	908	238	301	2538
g1433	--	177	149	566	148	191	1607
g1434	--	260	470	1604	343	354	3179
g1435	--	255	361	984	228	329	2775
g1436	--	1520	1638	4848	893	1053	9073
g1437	--	267	612	1326	238	277	2773
g1438	--	503	781	2140	664	759	6361
g1439	--	1333	2203	8632	1033	1153	11080
g144	--	539	491	1454	428	529	4685
g1440	--	444	665	3029	320	362	3134
g1441	--	199	267	1198	283	318	2526
g1442	--	332	488	2311	247	291	2291
g1443	--	26	27	220	32	33	307
g1444	--	335	388	1387	336	456	3467
g1445	--	1753	2145	6390	1701	2142	18526
g1446	--	410	516	1658	392	364	3549
g1447	--	1651	1986	10674	2364	2505	24890
g1448	--	3329	5170	13020	5482	5504	52385
g1449	--	525	963	3582	581	686	6479
g145	--	196	196	542	163	254	1907
g1450	--	1088	1638	5328	1189	1413	12344
g1451	--	350	654	2198	403	424	3989
g1452	--	292	395	1402	234	269	2357
g1453	--	427	712	1872	479	530	4453
g1454	--	1547	1729	5658	1275	1500	13210
g1455	--	350	540	1548	424	500	4238
g1456	--	1267	1447	4370	1019	1394	10728
g1457	--	357	522	1426	481	603	5267
g1458	--	2021	2457	6832	1833	2143	18744
g1459	--	2020	2456	6826	1831	2142	18734
g146	--	1866	2166	6122	1678	2001	18053
g1460	--	219	203	664	144	193	1550
g1461	--	730	1014	2740	803	1049	8513
g1462	--	19	26	50	23	6	133
g1463	--	120	111	306	108	123	1129
g1464	--	2290	2785	7580	2168	2578	21806
g1465	--	167	125	564	123	144	1110
g1466	--	669	792	2152	646	805	6685
g1467	--	1124	1492	4070	810	1083	9054
g1468	--	1095	1471	4094	1158	1465	11333
g1469	--	480	718	1760	512	558	4932
g147	--	210	289	850	234	225	1956
g1470	--	333	276	944	219	278	2248
g1471	--	281	408	1226	364	438	3423
g1472	--	2174	3137	8686	2155	2596	22067
g1473	--	806	822	2720	698	885	7741
g1474	--	738	1006	2940	824	1108	9326
g1475	--	49	58	274	45	80	752
g1476	--	198	226	1084	224	238	2238
g1477	--	870	1079	3028	1059	1046	9831
g1478	--	437	428	1618	431	531	4212
g1479	--	903	1280	3400	1299	1512	12845
g148	--	158	184	708	163	190	1987
g1480	--	912	1170	3066	1185	1429	12247
g1481	--	132	200	644	171	177	1566
g1482	--	150	212	688	140	194	1544
g1483	--	756	1013	2834	738	864	7646
g1484	--	354	370	1090	307	342	2924
g1485	--	293	322	998	280	347	3085
g1486	--	2126	2738	7436	2347	2800	24052
g1487	--	384	448	1570	397	435	3661
g1488	--	151	166	518	83	105	1060
g1489	--	278	451	1090	168	168	1728
g149	--	626	737	2126	775	914	7994
g1490	--	909	1048	3756	765	951	7840
g1491	--	111	77	266	125	120	1175
g1492	--	110	97	350	114	179	1299
g1493	--	258	317	1016	307	312	3224
g1494	--	649	763	2208	646	724	6719
g1495	--	174	296	786	251	322	2647
g1496	--	90	135	448	107	90	973
g1497	--	128	109	368	76	100	913
g1498	--	455	481	1462	527	665	5527
g1499	--	1191	1517	4260	1276	1462	12133
g15	--	291	324	1714	221	242	2265
g150	--	659	805	2408	645	835	6957
g1500	--	185	203	762	268	313	2701
g1501	--	147	213	644	82	108	872
g1502	--	80	116	456	48	59	487
g1503	--	1272	1975	5116	1443	1764	14216
g1504	--	77	125	428	92	124	1007
g1505	--	98	454	1198	136	158	1388
g1506	--	163	148	462	140	137	1239
g1507	--	419	447	1408	336	399	3642
g1508	--	202	196	812	189	274	1945
g1509	--	299	400	1172	289	354	2947
g151	--	174	230	634	194	200	1787
g1510	--	207	270	1050	275	297	2793
g1511	--	169	165	586	175	204	1663
g1512	--	413	651	1694	517	610	5185
g1513	--	964	1272	3650	936	1344	10996
g1514	--	1085	1705	5360	1514	1944	15537
g1515	--	92	89	312	99	78	732
g1516	--	592	614	2580	596	567	5397
g1517	--	41	25	216	25	32	360
g1518	--	446	336	1256	389	439	4010
g1519	--	92	96	424	63	72	487
g152	--	212	315	792	235	340	2732
g1520	--	369	344	1160	289	335	2845
g1521	--	689	832	2270	920	1059	9308
g1522	--	268	354	1120	231	290	2679
g1523	--	227	165	554	156	219	1785
g1524	--	73	71	270	58	73	750
g1525	--	1932	3072	7724	1589	1733	15406
g1526	--	459	701	1944	527	597	5196
g1527	--	297	459	1646	440	481	4151
g1528	--	124	154	586	124	133	1300
g1529	--	272	283	796	252	339	2456
g153	--	178	241	790	206	286	2152
g1530	--	80	75	186	58	91	582
g1531	--	522	564	1572	480	563	4459
g1532	--	148	216	602	110	175	1501
g1533	--	134	193	556	145	178	1534
g1534	--	64	73	264	76	82	650
g1535	--	337	418	1044	394	440	3992
g1536	--	101	88	308	100	98	1095
g1537	--	505	634	1658	486	611	5305
g1538	--	1780	2721	7232	2072	2669	20923
g1539	--	881	1198	3340	1012	1141	10191
g154	--	2706	3566	10740	2732	3449	28772
g1540	--	414	632	1676	484	471	4551
g1541	--	608	787	2340	596	642	5662
g1542	--	1198	1681	4536	1513	1837	16051
g1543	--	153	162	562	186	160	1676
g1544	--	243	350	974	269	321	2901
g1545	--	292	425	1250	489	490	5025
g1546	--	233	311	734	282	300	2825
g1547	--	544	655	1768	605	703	5926
g1548	--	384	431	1432	378	425	3710
g1549	--	410	555	2342	761	880	7069
g155	--	653	879	2204	349	364	3459
g1550	--	287	367	1346	597	645	5879
g1551	--	4	0	13	0	1	23
g1552	--	14969	19932	60661	18120	20395	170528
g1553	--	5	2	33	8	1	34
g1554	--	200	220	980	253	216	1808
g1555	--	1151	1378	6797	903	968	8345
g1556	--	325	348	1502	259	367	3197
g1557	--	405	464	1776	447	564	4710
g1558	--	134	137	734	141	164	1684
g1559	--	124	160	722	104	163	1174
g156	--	164	187	704	124	134	1349
g1560	--	482	537	2441	520	630	5302
g1561	--	41	29	154	23	47	291
g1562	--	113	126	394	97	155	1076
g1563	--	123	125	807	141	171	1300
g1564	--	154	146	507	125	149	1369
g1565	--	283	207	738	196	261	2254
g1566	--	55	91	384	50	86	634
g1567	--	204	155	1687	112	180	1227
g1568	--	56	63	216	70	69	653
g1569	--	18	23	67	8	14	121
g157	--	397	566	1628	450	497	4198
g1570	--	2111	2991	16388	1725	2116	18573
g1571	--	8	12	35	16	4	81
g1572	--	42	45	176	29	30	335
g1573	--	40	34	749	34	27	266
g1574	--	9	8	14	4	2	23
g1575	--	12	5	45	8	6	91
g1576	--	37	42	341	49	45	383
g1577	--	31	31	112	42	27	251
g1578	--	10	2	13	5	2	38
g1579	--	2	2	2	0	0	3
g158	--	1068	1613	5624	1563	1817	15947
g1580	--	1	9	19	1	2	18
g1581	--	16	6	21	4	12	48
g1582	--	5	0	0	0	0	0
g1583	--	2	9	14	0	4	22
g1584	--	56	31	656	30	39	320
g1585	--	160	211	2450	151	153	1380
g1586	--	10	6	24	6	2	39
g1587	--	5	0	6	1	0	3
g1588	--	0	0	0	0	0	0
g1589	--	8	3	15	7	4	16
g159	--	357	462	1396	499	573	4708
g1590	--	0	4	35	4	10	46
g1591	--	7	9	51	6	12	100
g1592	--	132	169	1774	115	120	1187
g1593	--	2	0	9	7	2	17
g1594	--	3	11	15	4	4	46
g1595	--	0	0	2	0	4	3
g1596	--	0	1	11	0	0	4
g1597	--	7	12	64	23	2	95
g1598	--	0	0	7	0	0	5
g1599	--	0	0	0	0	0	0
g16	--	1286	1846	11059	1194	1484	12579
g160	--	1060	1557	5075	1588	1763	14915
g1600	--	0	0	0	0	0	0
g1601	--	1	0	23	1	0	6
g1602	--	0	0	0	0	0	1
g1603	--	0	0	4	1	0	2
g1604	--	2	3	17	3	0	17
g1605	--	0	1	0	1	0	1
g1606	--	2	0	8	0	0	5
g1607	--	2	6	15	0	2	12
g1608	--	9	18	13	2	8	39
g1609	--	0	0	0	0	1	0
g161	--	244	224	1188	325	391	3656
g1610	--	49	70	767	43	56	406
g1611	--	4	2	32	3	9	60
g1612	--	0	1	14	0	0	7
g1613	--	0	1	0	0	0	1
g1614	--	0	3	0	1	0	1
g1615	--	2	0	32	2	2	27
g1616	--	8	2	21	2	6	17
g1617	--	0	0	0	0	0	0
g1618	--	7	10	7	3	2	10
g1619	--	0	0	0	0	0	3
g162	--	157	219	656	99	130	1006
g1620	--	0	0	1	0	0	0
g1621	--	4	2	22	4	6	60
g1622	--	2	4	27	2	2	54
g1623	--	15	9	201	7	7	56
g1624	--	4	1	13	4	0	12
